ns1:BRAND;ns1:LAUNCHDATE;ns1:STOCKREFOFBRAND;ns1:REFERENCEORDERSTATUS;ns1:PACKNAME;ns1:DESCRIPTION;ns1:COLOUR;ns1:STOCKREFOFBRAND-COLOUR;ns1:COLOURDESCRIPTION;ns1:MANGO SIZE;ns1:NRF CODE;ns1:RGB CODE;ns1:SIZE;ns1:ORDERQUANTITY;ns1:BARCODE;ns1:NA-PRODUCTENDDATE;ns1:FLATDELIVERED;ns1:HANGINGDELIVERED;ns1:TYPE;ns1:STYLE;ns1:FABRICCONTENTS;ns1:WASHINGINSTRUCTIONS;ns1:KEYSELLINGFEATURES;ns1:COUNTRYOFORIGIN;ns1:LONGDESCRIPTION;ns1:GENDER;ns1:SEASONDESC;ns1:PRODUCTNAME;ns1:PURCHASEPRICE;ns1:ORIGINALPRICE;ns1:INITIALRETAILPRICE;ns1:MARKDOWNPRICE;ns1:SAVINGAMOUNT;ns1:SAVINGPERCENTAGE;ns1:MARKDOWNLIVEDATE;ns1:MARKDOWNSITUATION;ns1:PROMOTIONPRICE;ns1:SAVINGAMOUNTPRO;ns1:SAVINGPERCENTAGEPRO;ns1:PROMOTIONLIVEDATEINI;ns1:PROMOTIONLIVEDATEEND;ns1:PHOTO;ns1:WIDTH;ns1:LENGHT;ns1:HEIGHT;ns1:INSIDELEGMEASUREMENT;ns1:OUTSIDELEGMEASUREMENT;ns1:BACKLENGHT;ns1:HEEL;ns1:PLATTFORM;ns1:RECORDSTATUS;ns1:FAMILY-CODE;ns1:MODELO-COLOR-CODE;ns1:TARIFF-CODE;ns1:COLUMNUPDATED
MANGO          ;2022/11;43100605;47050027;40;Crop skinny trousers;56;43100605-56;navy;38;419;49047072;38;0;8,44579E+12;NA;1;0;TROUSERS;SUIT                          ;COMPOSITION: 76% VISCOSE, 21% POLYAMIDE, 3% ELASTANE. POCKETS LINING: 80% POLYESTER, 20% COTTON.;MACHINE WASH UP TO 30°C / 85ºF|DO NOT BLEACH|DO NOT TUMBLE DRY|IRON UP TO 110°C / 230ºF|DRY CLEANING PERCHLOROETHYLENE;CORE;Myanmar;Flowy fabric, skinny fit, cropped design, medium waist, suit style, two side pockets, two welt pockets on the back, loops, inner lining, zip and one button fastening, plus Size Available.;WOMAN BY MNG                  ;SS23;TROUSERS .-- COLA;15,34;170;170;0;0;0;0;                                                                                          ;0;0;0;0;        ;43100605_56.jpg|43100605_56_B3.jpg|43100605_56_D1.jpg|43100605_56_D2.jpg|43100605_56_D3.jpg|43100605_56_D4.jpg|43100605_56_D5.jpg|43100605_56_D8.jpg|43100605_56_R.jpg|47050027_56.jpg|47050027_56_B3.jpg|47050027_56_D1.jpg|47050027_56_D2.jpg|                                                                                                                                                                                                                                                                                                                                                                                            ;     ;     ;     ;     ;     ;     ;     ;     ;U;4312;43100605-56;62046918;                                                                                                                                                      
MANGO          ;2022/11;43100605;47050027;40;Crop skinny trousers;56;43100605-56;navy;40;419;49047072;40;0;8,44579E+12;NA;1;0;TROUSERS;SUIT                          ;COMPOSITION: 76% VISCOSE, 21% POLYAMIDE, 3% ELASTANE. POCKETS LINING: 80% POLYESTER, 20% COTTON.;MACHINE WASH UP TO 30°C / 85ºF|DO NOT BLEACH|DO NOT TUMBLE DRY|IRON UP TO 110°C / 230ºF|DRY CLEANING PERCHLOROETHYLENE;CORE;Myanmar;Flowy fabric, skinny fit, cropped design, medium waist, suit style, two side pockets, two welt pockets on the back, loops, inner lining, zip and one button fastening, plus Size Available.;WOMAN BY MNG                  ;SS23;TROUSERS .-- COLA;15,34;170;170;0;0;0;0;                                                                                          ;0;0;0;0;        ;43100605_56.jpg|43100605_56_B3.jpg|43100605_56_D1.jpg|43100605_56_D2.jpg|43100605_56_D3.jpg|43100605_56_D4.jpg|43100605_56_D5.jpg|43100605_56_D8.jpg|43100605_56_R.jpg|47050027_56.jpg|47050027_56_B3.jpg|47050027_56_D1.jpg|47050027_56_D2.jpg|                                                                                                                                                                                                                                                                                                                                                                                            ;     ;     ;     ;     ;     ;     ;     ;     ;U;4312;43100605-56;62046918;                                                                                                                                                      
MANGO          ;2022/11;43100605;47050027;40;Crop skinny trousers;99;43100605-99;black;40;1;26023027;40;0;8,44579E+12;NA;1;0;TROUSERS;SUIT                          ;COMPOSITION: 76% VISCOSE, 21% POLYAMIDE, 3% ELASTANE. POCKETS LINING: 80% POLYESTER, 20% COTTON.;MACHINE WASH UP TO 30°C / 85ºF|DO NOT BLEACH|DO NOT TUMBLE DRY|IRON UP TO 110°C / 230ºF|DRY CLEANING PERCHLOROETHYLENE;CORE;Myanmar;Flowy fabric, skinny fit, cropped design, medium waist, suit style, two side pockets, two welt pockets on the back, loops, inner lining, zip and one button fastening, plus Size Available.;WOMAN BY MNG                  ;SS23;TROUSERS .-- COLA;15,34;170;170;0;0;0;0;                                                                                          ;0;0;0;0;        ;43100605_99.jpg|43100605_99_B3.jpg|43100605_99_D1.jpg|43100605_99_D2.jpg|43100605_99_D3.jpg|43100605_99_D4.jpg|43100605_99_D5.jpg|43100605_99_D8.jpg|43100605_99_R.jpg|47050027_99.jpg|47050027_99_B3.jpg|47050027_99_D1.jpg|47050027_99_D2.jpg|                                                                                                                                                                                                                                                                                                                                                                                            ;     ;     ;     ;     ;     ;     ;     ;     ;U;4312;43100605-99;62046918;                                                                                                                                                      
MANGO          ;2022/11;43100605;47050027;40;Crop skinny trousers;56;43100605-56;navy;42;419;49047072;42;0;8,44579E+12;NA;1;0;TROUSERS;SUIT                          ;COMPOSITION: 76% VISCOSE, 21% POLYAMIDE, 3% ELASTANE. POCKETS LINING: 80% POLYESTER, 20% COTTON.;MACHINE WASH UP TO 30°C / 85ºF|DO NOT BLEACH|DO NOT TUMBLE DRY|IRON UP TO 110°C / 230ºF|DRY CLEANING PERCHLOROETHYLENE;CORE;Myanmar;Flowy fabric, skinny fit, cropped design, medium waist, suit style, two side pockets, two welt pockets on the back, loops, inner lining, zip and one button fastening, plus Size Available.;WOMAN BY MNG                  ;SS23;TROUSERS .-- COLA;15,34;170;170;0;0;0;0;                                                                                          ;0;0;0;0;        ;43100605_56.jpg|43100605_56_B3.jpg|43100605_56_D1.jpg|43100605_56_D2.jpg|43100605_56_D3.jpg|43100605_56_D4.jpg|43100605_56_D5.jpg|43100605_56_D8.jpg|43100605_56_R.jpg|47050027_56.jpg|47050027_56_B3.jpg|47050027_56_D1.jpg|47050027_56_D2.jpg|                                                                                                                                                                                                                                                                                                                                                                                            ;     ;     ;     ;     ;     ;     ;     ;     ;U;4312;43100605-56;62046918;                                                                                                                                                      
MANGO          ;2022/11;43100605;47050027;40;Crop skinny trousers;99;43100605-99;black;42;1;26023027;42;0;8,44579E+12;NA;1;0;TROUSERS;SUIT                          ;COMPOSITION: 76% VISCOSE, 21% POLYAMIDE, 3% ELASTANE. POCKETS LINING: 80% POLYESTER, 20% COTTON.;MACHINE WASH UP TO 30°C / 85ºF|DO NOT BLEACH|DO NOT TUMBLE DRY|IRON UP TO 110°C / 230ºF|DRY CLEANING PERCHLOROETHYLENE;CORE;Myanmar;Flowy fabric, skinny fit, cropped design, medium waist, suit style, two side pockets, two welt pockets on the back, loops, inner lining, zip and one button fastening, plus Size Available.;WOMAN BY MNG                  ;SS23;TROUSERS .-- COLA;15,34;170;170;0;0;0;0;                                                                                          ;0;0;0;0;        ;43100605_99.jpg|43100605_99_B3.jpg|43100605_99_D1.jpg|43100605_99_D2.jpg|43100605_99_D3.jpg|43100605_99_D4.jpg|43100605_99_D5.jpg|43100605_99_D8.jpg|43100605_99_R.jpg|47050027_99.jpg|47050027_99_B3.jpg|47050027_99_D1.jpg|47050027_99_D2.jpg|                                                                                                                                                                                                                                                                                                                                                                                            ;     ;     ;     ;     ;     ;     ;     ;     ;U;4312;43100605-99;62046918;                                                                                                                                                      
MANGO          ;2022/11;43100605;47050027;40;Crop skinny trousers;56;43100605-56;navy;44;419;49047072;44;0;8,44579E+12;NA;1;0;TROUSERS;SUIT                          ;COMPOSITION: 76% VISCOSE, 21% POLYAMIDE, 3% ELASTANE. POCKETS LINING: 80% POLYESTER, 20% COTTON.;MACHINE WASH UP TO 30°C / 85ºF|DO NOT BLEACH|DO NOT TUMBLE DRY|IRON UP TO 110°C / 230ºF|DRY CLEANING PERCHLOROETHYLENE;CORE;Myanmar;Flowy fabric, skinny fit, cropped design, medium waist, suit style, two side pockets, two welt pockets on the back, loops, inner lining, zip and one button fastening, plus Size Available.;WOMAN BY MNG                  ;SS23;TROUSERS .-- COLA;15,34;170;170;0;0;0;0;                                                                                          ;0;0;0;0;        ;43100605_56.jpg|43100605_56_B3.jpg|43100605_56_D1.jpg|43100605_56_D2.jpg|43100605_56_D3.jpg|43100605_56_D4.jpg|43100605_56_D5.jpg|43100605_56_D8.jpg|43100605_56_R.jpg|47050027_56.jpg|47050027_56_B3.jpg|47050027_56_D1.jpg|47050027_56_D2.jpg|                                                                                                                                                                                                                                                                                                                                                                                            ;     ;     ;     ;     ;     ;     ;     ;     ;U;4312;43100605-56;62046918;                                                                                                                                                      
MANGO          ;2022/11;45141322;45141322;40;Sky Basket;52;45141322-52;medium blue;61;420;         ;1-3M       62cm;0;8,44592E+12;NA;0;0;BABY GIFT BOX;CASUAL                        ;;;CORE;PAIS PROVISIONAL;This baby layette includes:, cotton-blend cardigan, knit dungarees, classic neck bodysuit, cotton romper, pack of two bibs, please note: exchanges or refunds are not accepted on items separately.;MANGO BABY NEWBORN            ;SS23;BABY GIFT BOX .-- 2;           ,  ;500;500;0;0;0;0;                                                                                          ;0;0;0;0;        ;45141322_52_B.jpg|45141322_52_D1.jpg|45141322_52_D2.jpg|45141322_52_D3.jpg|45141322_52_D4.jpg|45141322_52_D5.jpg|45141322_52_D6.jpg|45141322_52_D7.jpg|45141322_52_D8.jpg|                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ;     ;     ;     ;     ;     ;     ;     ;     ;U;4469;45141322-52;        ;                                                                                                                                                      
MANGO          ;2022/11;45141322;45141322;40;Sky Basket;52;45141322-52;medium blue;63;420;         ;3-6M       68cm;0;8,44592E+12;NA;0;0;BABY GIFT BOX;CASUAL                        ;;;CORE;PAIS PROVISIONAL;This baby layette includes:, cotton-blend cardigan, knit dungarees, classic neck bodysuit, cotton romper, pack of two bibs, please note: exchanges or refunds are not accepted on items separately.;MANGO BABY NEWBORN            ;SS23;BABY GIFT BOX .-- 2;           ,  ;500;500;0;0;0;0;                                                                                          ;0;0;0;0;        ;45141322_52_B.jpg|45141322_52_D1.jpg|45141322_52_D2.jpg|45141322_52_D3.jpg|45141322_52_D4.jpg|45141322_52_D5.jpg|45141322_52_D6.jpg|45141322_52_D7.jpg|45141322_52_D8.jpg|                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ;     ;     ;     ;     ;     ;     ;     ;     ;U;4469;45141322-52;        ;                                                                                                                                                      
MANGO          ;2022/11;45141322;45141322;40;Sky Basket;52;45141322-52;medium blue;64;420;         ;6-9M       74cm;0;8,44592E+12;NA;0;0;BABY GIFT BOX;CASUAL                        ;;;CORE;PAIS PROVISIONAL;This baby layette includes:, cotton-blend cardigan, knit dungarees, classic neck bodysuit, cotton romper, pack of two bibs, please note: exchanges or refunds are not accepted on items separately.;MANGO BABY NEWBORN            ;SS23;BABY GIFT BOX .-- 2;           ,  ;500;500;0;0;0;0;                                                                                          ;0;0;0;0;        ;45141322_52_B.jpg|45141322_52_D1.jpg|45141322_52_D2.jpg|45141322_52_D3.jpg|45141322_52_D4.jpg|45141322_52_D5.jpg|45141322_52_D6.jpg|45141322_52_D7.jpg|45141322_52_D8.jpg|                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ;     ;     ;     ;     ;     ;     ;     ;     ;U;4469;45141322-52;        ;                                                                                                                                                      
MANGO          ;2022/11;45141323;45141323;40;Orquidea baby layette;52;45141323-52;medium blue;61;420;         ;1-3M       62cm;0;8,44592E+12;NA;0;0;BABY GIFT BOX;CASUAL                        ;;;CORE;PAIS PROVISIONAL;This baby layette includes:, cotton-blend cardigan, cotton-blend bodysuit shirt, dress and short set, knit dungarees, pack of two bibs, please note: exchanges or refunds are not accepted on items separately.;MANGO BABY NEWBORN            ;SS23;BABY GIFT BOX .-- 3;           ,  ;550;550;0;0;0;0;                                                                                          ;0;0;0;0;        ;45141323_52_B.jpg|45141323_52_D1.jpg|45141323_52_D2.jpg|45141323_52_D3.jpg|45141323_52_D4.jpg|45141323_52_D5.jpg|45141323_52_D6.jpg|45141323_52_D7.jpg|                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ;     ;     ;     ;     ;     ;     ;     ;     ;U;4469;45141323-52;        ;                                                                                                                                                      
MANGO          ;2022/11;45141323;45141323;40;Orquidea baby layette;52;45141323-52;medium blue;63;420;         ;3-6M       68cm;0;8,44592E+12;NA;0;0;BABY GIFT BOX;CASUAL                        ;;;CORE;PAIS PROVISIONAL;This baby layette includes:, cotton-blend cardigan, cotton-blend bodysuit shirt, dress and short set, knit dungarees, pack of two bibs, please note: exchanges or refunds are not accepted on items separately.;MANGO BABY NEWBORN            ;SS23;BABY GIFT BOX .-- 3;           ,  ;550;550;0;0;0;0;                                                                                          ;0;0;0;0;        ;45141323_52_B.jpg|45141323_52_D1.jpg|45141323_52_D2.jpg|45141323_52_D3.jpg|45141323_52_D4.jpg|45141323_52_D5.jpg|45141323_52_D6.jpg|45141323_52_D7.jpg|                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ;     ;     ;     ;     ;     ;     ;     ;     ;U;4469;45141323-52;        ;                                                                                                                                                      
MANGO          ;2022/11;47000025;47000025;40;Water-repellent padded jacket;37;47000025-37;beige - khaki;19;250;81077050;XS             ;3;8,44579E+12;NA;1;0;JACKET;CASUAL                        ;COMPOSITION: 100% RECYCLED POLYESTER. LINING: 100% POLYESTER. FILLING: 100% RECYCLED POLYESTER. POCKETS LINING: 100% POLYESTER.;MACHINE WASH UP TO 30°C / 85ºF|DO NOT BLEACH|DO NOT TUMBLE DRY|IRON UP TO 110°C / 230ºF|DRY CLEANING MECHANICAL RESTRIC. PERCHLOROETHYLENE;CORE;Vietnam;Basics Collection, short design, quilted design, water-repellent technical fabric, long sleeve, breathable fabric, thermal insulation, turtleneck, zip fastening, two zipped pockets, inner pockets, the fibres of this fabric come from recycled sources. This way, we contribute to promoting a circular economy which is more sustainable, the model is 185 cm tall and is wearing a size M.,, . NO TRANSLATION:  70,5';MANGO MAN                     ;SS23;JACKET .-- GORRY;36,04;400;400;0;0;0;0;                                                                                          ;0;0;0;0;        ;47000025_37.jpg|47000025_37_B3.jpg|47000025_37_D1.jpg|47000025_37_D6.jpg|47000025_37_D8.jpg|47000025_37_D9.jpg|47000025_37_R.jpg|47154753_37.jpg|47154753_37_B3.jpg|47154753_37_D1.jpg|47154753_37_D6.jpg|47154753_37_D8.jpg|47154753_37_D9.jpg|                                                                                                                                                                                                                                                                                                                                                                                            ;     ;     ;     ;     ;     ;70,5;     ;     ;U;4154;47000025-37;62014010;                                                                                                                                                      
MANGO          ;2022/11;47000025;47000025;40;Water-repellent padded jacket;56;47000025-56;navy;19;419;49047072;XS             ;3;8,44579E+12;NA;1;0;JACKET;CASUAL                        ;COMPOSITION: 100% RECYCLED POLYESTER. LINING: 100% POLYESTER. FILLING: 100% RECYCLED POLYESTER. POCKETS LINING: 100% POLYESTER.;MACHINE WASH UP TO 30°C / 85ºF|DO NOT BLEACH|DO NOT TUMBLE DRY|IRON UP TO 110°C / 230ºF|DRY CLEANING MECHANICAL RESTRIC. PERCHLOROETHYLENE;CORE;Vietnam;Basics Collection, short design, quilted design, water-repellent technical fabric, long sleeve, breathable fabric, thermal insulation, turtleneck, zip fastening, two zipped pockets, inner pockets, the fibres of this fabric come from recycled sources. This way, we contribute to promoting a circular economy which is more sustainable, the model is 185 cm tall and is wearing a size M.,, . NO TRANSLATION:  70,5';MANGO MAN                     ;SS23;JACKET .-- GORRY;36,04;400;400;0;0;0;0;                                                                                          ;0;0;0;0;        ;47000025_56.jpg|47000025_56_B3.jpg|47000025_56_D1.jpg|47000025_56_D6.jpg|47000025_56_D8.jpg|47000025_56_D9.jpg|47000025_56_R.jpg|47154753_56.jpg|47154753_56_B3.jpg|47154753_56_D1.jpg|47154753_56_D6.jpg|47154753_56_D8.jpg|47154753_56_D9.jpg|                                                                                                                                                                                                                                                                                                                                                                                            ;     ;     ;     ;     ;     ;70,5;     ;     ;U;4154;47000025-56;62014010;                                                                                                                                                      
MANGO          ;2022/11;47000025;47000025;40;Water-repellent padded jacket;99;47000025-99;black;19;1;26023027;XS             ;4;8,44579E+12;NA;1;0;JACKET;CASUAL                        ;COMPOSITION: 100% RECYCLED POLYESTER. LINING: 100% POLYESTER. FILLING: 100% RECYCLED POLYESTER. POCKETS LINING: 100% POLYESTER.;MACHINE WASH UP TO 30°C / 85ºF|DO NOT BLEACH|DO NOT TUMBLE DRY|IRON UP TO 110°C / 230ºF|DRY CLEANING MECHANICAL RESTRIC. PERCHLOROETHYLENE;CORE;Vietnam;Basics Collection, short design, quilted design, water-repellent technical fabric, long sleeve, breathable fabric, thermal insulation, turtleneck, zip fastening, two zipped pockets, inner pockets, the fibres of this fabric come from recycled sources. This way, we contribute to promoting a circular economy which is more sustainable, the model is 185 cm tall and is wearing a size M.,, . NO TRANSLATION:  70,5';MANGO MAN                     ;SS23;JACKET .-- GORRY;36,04;400;400;0;0;0;0;                                                                                          ;0;0;0;0;        ;47000025_99.jpg|47000025_99_B3.jpg|47000025_99_D1.jpg|47000025_99_D6.jpg|47000025_99_D8.jpg|47000025_99_D9.jpg|47000025_99_R.jpg|47154753_99.jpg|47154753_99_B3.jpg|47154753_99_D1.jpg|47154753_99_D6.jpg|47154753_99_D8.jpg|47154753_99_D9.jpg|                                                                                                                                                                                                                                                                                                                                                                                            ;     ;     ;     ;     ;     ;70,5;     ;     ;U;4154;47000025-99;62014010;                                                                                                                                                      
MANGO          ;2022/11;47000025;47000025;40;Water-repellent padded jacket;37;47000025-37;beige - khaki;20;250;81077050;S              ;10;8,44579E+12;NA;1;0;JACKET;CASUAL                        ;COMPOSITION: 100% RECYCLED POLYESTER. LINING: 100% POLYESTER. FILLING: 100% RECYCLED POLYESTER. POCKETS LINING: 100% POLYESTER.;MACHINE WASH UP TO 30°C / 85ºF|DO NOT BLEACH|DO NOT TUMBLE DRY|IRON UP TO 110°C / 230ºF|DRY CLEANING MECHANICAL RESTRIC. PERCHLOROETHYLENE;CORE;Vietnam;Basics Collection, short design, quilted design, water-repellent technical fabric, long sleeve, breathable fabric, thermal insulation, turtleneck, zip fastening, two zipped pockets, inner pockets, the fibres of this fabric come from recycled sources. This way, we contribute to promoting a circular economy which is more sustainable, the model is 185 cm tall and is wearing a size M.,, . NO TRANSLATION:  70,5';MANGO MAN                     ;SS23;JACKET .-- GORRY;36,04;400;400;0;0;0;0;                                                                                          ;0;0;0;0;        ;47000025_37.jpg|47000025_37_B3.jpg|47000025_37_D1.jpg|47000025_37_D6.jpg|47000025_37_D8.jpg|47000025_37_D9.jpg|47000025_37_R.jpg|47154753_37.jpg|47154753_37_B3.jpg|47154753_37_D1.jpg|47154753_37_D6.jpg|47154753_37_D8.jpg|47154753_37_D9.jpg|                                                                                                                                                                                                                                                                                                                                                                                            ;     ;     ;     ;     ;     ;70,5;     ;     ;U;4154;47000025-37;62014010;                                                                                                                                                      
MANGO          ;2022/11;47000025;47000025;40;Water-repellent padded jacket;56;47000025-56;navy;20;419;49047072;S              ;10;8,44579E+12;NA;1;0;JACKET;CASUAL                        ;COMPOSITION: 100% RECYCLED POLYESTER. LINING: 100% POLYESTER. FILLING: 100% RECYCLED POLYESTER. POCKETS LINING: 100% POLYESTER.;MACHINE WASH UP TO 30°C / 85ºF|DO NOT BLEACH|DO NOT TUMBLE DRY|IRON UP TO 110°C / 230ºF|DRY CLEANING MECHANICAL RESTRIC. PERCHLOROETHYLENE;CORE;Vietnam;Basics Collection, short design, quilted design, water-repellent technical fabric, long sleeve, breathable fabric, thermal insulation, turtleneck, zip fastening, two zipped pockets, inner pockets, the fibres of this fabric come from recycled sources. This way, we contribute to promoting a circular economy which is more sustainable, the model is 185 cm tall and is wearing a size M.,, . NO TRANSLATION:  70,5';MANGO MAN                     ;SS23;JACKET .-- GORRY;36,04;400;400;0;0;0;0;                                                                                          ;0;0;0;0;        ;47000025_56.jpg|47000025_56_B3.jpg|47000025_56_D1.jpg|47000025_56_D6.jpg|47000025_56_D8.jpg|47000025_56_D9.jpg|47000025_56_R.jpg|47154753_56.jpg|47154753_56_B3.jpg|47154753_56_D1.jpg|47154753_56_D6.jpg|47154753_56_D8.jpg|47154753_56_D9.jpg|                                                                                                                                                                                                                                                                                                                                                                                            ;     ;     ;     ;     ;     ;70,5;     ;     ;U;4154;47000025-56;62014010;                                                                                                                                                      
MANGO          ;2022/11;47000025;47000025;40;Water-repellent padded jacket;99;47000025-99;black;20;1;26023027;S              ;11;8,44579E+12;NA;1;0;JACKET;CASUAL                        ;COMPOSITION: 100% RECYCLED POLYESTER. LINING: 100% POLYESTER. FILLING: 100% RECYCLED POLYESTER. POCKETS LINING: 100% POLYESTER.;MACHINE WASH UP TO 30°C / 85ºF|DO NOT BLEACH|DO NOT TUMBLE DRY|IRON UP TO 110°C / 230ºF|DRY CLEANING MECHANICAL RESTRIC. PERCHLOROETHYLENE;CORE;Vietnam;Basics Collection, short design, quilted design, water-repellent technical fabric, long sleeve, breathable fabric, thermal insulation, turtleneck, zip fastening, two zipped pockets, inner pockets, the fibres of this fabric come from recycled sources. This way, we contribute to promoting a circular economy which is more sustainable, the model is 185 cm tall and is wearing a size M.,, . NO TRANSLATION:  70,5';MANGO MAN                     ;SS23;JACKET .-- GORRY;36,04;400;400;0;0;0;0;                                                                                          ;0;0;0;0;        ;47000025_99.jpg|47000025_99_B3.jpg|47000025_99_D1.jpg|47000025_99_D6.jpg|47000025_99_D8.jpg|47000025_99_D9.jpg|47000025_99_R.jpg|47154753_99.jpg|47154753_99_B3.jpg|47154753_99_D1.jpg|47154753_99_D6.jpg|47154753_99_D8.jpg|47154753_99_D9.jpg|                                                                                                                                                                                                                                                                                                                                                                                            ;     ;     ;     ;     ;     ;70,5;     ;     ;U;4154;47000025-99;62014010;                                                                                                                                                      
MANGO          ;2022/11;47000025;47000025;40;Water-repellent padded jacket;37;47000025-37;beige - khaki;21;250;81077050;M              ;17;8,44579E+12;NA;1;0;JACKET;CASUAL                        ;COMPOSITION: 100% RECYCLED POLYESTER. LINING: 100% POLYESTER. FILLING: 100% RECYCLED POLYESTER. POCKETS LINING: 100% POLYESTER.;MACHINE WASH UP TO 30°C / 85ºF|DO NOT BLEACH|DO NOT TUMBLE DRY|IRON UP TO 110°C / 230ºF|DRY CLEANING MECHANICAL RESTRIC. PERCHLOROETHYLENE;CORE;Vietnam;Basics Collection, short design, quilted design, water-repellent technical fabric, long sleeve, breathable fabric, thermal insulation, turtleneck, zip fastening, two zipped pockets, inner pockets, the fibres of this fabric come from recycled sources. This way, we contribute to promoting a circular economy which is more sustainable, the model is 185 cm tall and is wearing a size M.,, . NO TRANSLATION:  70,5';MANGO MAN                     ;SS23;JACKET .-- GORRY;36,04;400;400;0;0;0;0;                                                                                          ;0;0;0;0;        ;47000025_37.jpg|47000025_37_B3.jpg|47000025_37_D1.jpg|47000025_37_D6.jpg|47000025_37_D8.jpg|47000025_37_D9.jpg|47000025_37_R.jpg|47154753_37.jpg|47154753_37_B3.jpg|47154753_37_D1.jpg|47154753_37_D6.jpg|47154753_37_D8.jpg|47154753_37_D9.jpg|                                                                                                                                                                                                                                                                                                                                                                                            ;     ;     ;     ;     ;     ;70,5;     ;     ;U;4154;47000025-37;62014010;                                                                                                                                                      
MANGO          ;2022/11;47000025;47000025;40;Water-repellent padded jacket;56;47000025-56;navy;21;419;49047072;M              ;16;8,44579E+12;NA;1;0;JACKET;CASUAL                        ;COMPOSITION: 100% RECYCLED POLYESTER. LINING: 100% POLYESTER. FILLING: 100% RECYCLED POLYESTER. POCKETS LINING: 100% POLYESTER.;MACHINE WASH UP TO 30°C / 85ºF|DO NOT BLEACH|DO NOT TUMBLE DRY|IRON UP TO 110°C / 230ºF|DRY CLEANING MECHANICAL RESTRIC. PERCHLOROETHYLENE;CORE;Vietnam;Basics Collection, short design, quilted design, water-repellent technical fabric, long sleeve, breathable fabric, thermal insulation, turtleneck, zip fastening, two zipped pockets, inner pockets, the fibres of this fabric come from recycled sources. This way, we contribute to promoting a circular economy which is more sustainable, the model is 185 cm tall and is wearing a size M.,, . NO TRANSLATION:  70,5';MANGO MAN                     ;SS23;JACKET .-- GORRY;36,04;400;400;0;0;0;0;                                                                                          ;0;0;0;0;        ;47000025_56.jpg|47000025_56_B3.jpg|47000025_56_D1.jpg|47000025_56_D6.jpg|47000025_56_D8.jpg|47000025_56_D9.jpg|47000025_56_R.jpg|47154753_56.jpg|47154753_56_B3.jpg|47154753_56_D1.jpg|47154753_56_D6.jpg|47154753_56_D8.jpg|47154753_56_D9.jpg|                                                                                                                                                                                                                                                                                                                                                                                            ;     ;     ;     ;     ;     ;70,5;     ;     ;U;4154;47000025-56;62014010;                                                                                                                                                      
MANGO          ;2022/11;47000025;47000025;40;Water-repellent padded jacket;99;47000025-99;black;21;1;26023027;M              ;16;8,44579E+12;NA;1;0;JACKET;CASUAL                        ;COMPOSITION: 100% RECYCLED POLYESTER. LINING: 100% POLYESTER. FILLING: 100% RECYCLED POLYESTER. POCKETS LINING: 100% POLYESTER.;MACHINE WASH UP TO 30°C / 85ºF|DO NOT BLEACH|DO NOT TUMBLE DRY|IRON UP TO 110°C / 230ºF|DRY CLEANING MECHANICAL RESTRIC. PERCHLOROETHYLENE;CORE;Vietnam;Basics Collection, short design, quilted design, water-repellent technical fabric, long sleeve, breathable fabric, thermal insulation, turtleneck, zip fastening, two zipped pockets, inner pockets, the fibres of this fabric come from recycled sources. This way, we contribute to promoting a circular economy which is more sustainable, the model is 185 cm tall and is wearing a size M.,, . NO TRANSLATION:  70,5';MANGO MAN                     ;SS23;JACKET .-- GORRY;36,04;400;400;0;0;0;0;                                                                                          ;0;0;0;0;        ;47000025_99.jpg|47000025_99_B3.jpg|47000025_99_D1.jpg|47000025_99_D6.jpg|47000025_99_D8.jpg|47000025_99_D9.jpg|47000025_99_R.jpg|47154753_99.jpg|47154753_99_B3.jpg|47154753_99_D1.jpg|47154753_99_D6.jpg|47154753_99_D8.jpg|47154753_99_D9.jpg|                                                                                                                                                                                                                                                                                                                                                                                            ;     ;     ;     ;     ;     ;70,5;     ;     ;U;4154;47000025-99;62014010;                                                                                                                                                      
